Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
0.5,554.931
1.5,486.694
2.5,172.043
3.5,212.049
4.5,178.036
5.5,270.926
6.5,321.553
7.5,184.522
8.5,73.9755
9.5,0
10.5,0
11.5,0
12.5,0
13.5,0
14.5,0
15.5,0
16.5,0
17.5,0
18.5,0
19.5,0
20.5,0
21.5,0
22.5,0
23.5,0
24.5,0
25.5,0
26.5,0
27.5,0
28.5,0
29.5,0
30.5,0
31.5,0
32.5,0
33.5,0
34.5,0
35.5,0
36.5,0
37.5,83.5765
38.5,105.557
39.5,140.658
40.5,101.255
41.5,105.121
42.5,216.757
43.5,455.189
44.5,513.834
45.5,453.474
46.5,571.225
47.5,670.911
48.5,689.998
49.5,851.612
50.5,1040.86
51.5,1088.72
52.5,1078.03
53.5,1131.8
54.5,1172.62
55.5,1169.74
56.5,874.6
57.5,568.202
58.5,223.267
59.5,291.428
60.5,293.04
61.5,162.099
62.5,133.907
63.5,88.6938
64.5,46.2298
65.5,0
66.5,0
67.5,0
68.5,164.819
69.5,415.826
70.5,409.406
71.5,167.596
72.5,175.299
73.5,205.601
74.5,304.433
75.5,456.313
76.5,280.53
77.5,155.594
78.5,165.44
79.5,141.273
80.5,216.136
81.5,105.435
82.5,57.8116
83.5,0
84.5,0
85.5,28.352
86.5,0
87.5,0
88.5,0
89.5,0
90.5,0
91.5,54.4338
92.5,236.413
93.5,297.423
94.5,274.038
95.5,323.243
96.5,408.078
97.5,348.893
98.5,437.873
99.5,546.072
100.5,505.728
101.5,513.234
102.5,370.109
103.5,333.202
104.5,246.955
105.5,171.434
106.5,0
107.5,0
108.5,0
109.5,30.988
110.5,55.323
111.5,69.1276
112.5,111.92
113.5,158.199
114.5,466.276
115.5,914.253
116.5,989.42
117.5,1027.09
118.5,910.957
119.5,1034.71
120.5,1129.81
121.5,1068.76
122.5,1175.74
123.5,928.828
124.5,723.691
125.5,694.148
126.5,673.386
127.5,241.983
128.5,813.801
129.5,624.304
130.5,424.173
131.5,573.751
132.5,571.523
133.5,717.722
134.5,749.312
135.5,669.459
136.5,597.016
137.5,371.765
138.5,333.036
139.5,442.991
140.5,368.5
141.5,302.75
142.5,354.389
143.5,371.426
144.5,267.459
145.5,126.549
146.5,162.261
147.5,96.0409
148.5,81.6931
149.5,134.501
150.5,120.514
151.5,37.8349
152.5,0
153.5,0
154.5,0
155.5,0
156.5,0
157.5,0
158.5,39.6274
159.5,79.4873
160.5,118.597
161.5,105.979
162.5,212.296
163.5,277.156
164.5,351.566
165.5,422.469
166.5,570.719
167.5,613.606
168.5,487.927
169.5,468.73
170.5,0
171.5,0
172.5,0
173.5,0
174.5,73.1042
175.5,92.1982
176.5,102.867
177.5,148.838
178.5,195.549
179.5,185.264
180.5,218.508
181.5,258.046
182.5,350.861
183.5,353.59
184.5,357.786
185.5,192.63
186.5,106.197
187.5,98.9565
188.5,106.738
189.5,45.8606
190.5,51.836
191.5,78.8894
192.5,83.9822
193.5,69.668
194.5,58.5721
195.5,64.9654
196.5,49.2515
197.5,49.2515
198.5,16.8217
199.5,23.9038
200.5,36.4124
201.5,0
202.5,0.755199
203.5,62.7263
204.5,43.3316
205.5,48.9167
206.5,33.6477
207.5,0
208.5,0
209.5,0
210.5,0
211.5,0
212.5,70.2795
213.5,145.62
214.5,115.62
215.5,51.8924
216.5,112.781
217.5,217.383
218.5,274.732
219.5,296.485
220.5,144.848
221.5,163.645
222.5,113.729
223.5,156.223
224.5,205.848
225.5,187.109
226.5,112.185
227.5,143.269
228.5,144.809
229.5,167.832
230.5,182.096
231.5,120.724
232.5,109.468
233.5,0
234.5,31.3516
235.5,222.983
236.5,370.344
237.5,414.883
238.5,367.513
239.5,321.458
240.5,533.55
241.5,429.265
242.5,173.072
243.5,86.3293
244.5,0
245.5,35.9674
246.5,97.5045
247.5,389.929
248.5,803.552
249.5,1093.55
250.5,1169.37
251.5,1217.03
252.5,1229.99
253.5,1240.29
254.5,1249.55
255.5,1246.93
256.5,1251.67
257.5,1247.31
258.5,781.184
259.5,1134.5
260.5,994.987
261.5,924.089
262.5,1108.28
263.5,1048.89
264.5,752.217
265.5,925.851
266.5,353.465
267.5,248.137
268.5,404.152
269.5,489.508
270.5,231.765
271.5,367.112
272.5,174.309
273.5,361.884
274.5,273.704
275.5,209.002
276.5,202.695
277.5,190.957
278.5,195.589
279.5,212.354
280.5,140.143
281.5,51.0576
282.5,52.7048
283.5,353.307
284.5,480.734
285.5,562.433
286.5,398.706
287.5,0
288.5,0
289.5,0
290.5,0
291.5,0
292.5,0
293.5,0
294.5,0
295.5,0
296.5,39.7885
297.5,106.433
298.5,78.5125
299.5,45.717
300.5,33.5003
301.5,18.5466
302.5,23.406
303.5,25.2213
304.5,33.6901
305.5,0
306.5,67.4778
307.5,141.088
308.5,385.749
309.5,584.304
310.5,505.219
311.5,469.754
312.5,313.411
313.5,136.686
314.5,45.4483
315.5,89.9664
316.5,326.834
317.5,243.768
318.5,136.29
319.5,2.22412
320.5,0
321.5,20.1851
322.5,0
323.5,0
324.5,0
325.5,0
326.5,0
327.5,32.6094
328.5,116.64
329.5,199.64
330.5,382.172
331.5,553.662
332.5,486.62
333.5,445.392
334.5,416.746
335.5,581.455
336.5,964.82
337.5,1220.98
338.5,949.898
339.5,1088.91
340.5,1231.84
341.5,1248.42
342.5,1246.74
343.5,1248.03
344.5,1248.47
345.5,1251.47
346.5,1220.98
347.5,1196.64
348.5,1184.05
