Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
0.5,1129.89
1.5,939.911
2.5,569.108
3.5,459.143
4.5,494.144
5.5,591.839
6.5,362.712
7.5,137.134
8.5,112.624
9.5,0.0380144
10.5,59.819
11.5,9.3958
12.5,0
13.5,0
14.5,0
15.5,0
16.5,0
17.5,0
18.5,0
19.5,0
20.5,0
21.5,0
22.5,0
23.5,0
24.5,0
25.5,0
26.5,0
27.5,0
28.5,0
29.5,0
30.5,0
31.5,0
32.5,0
33.5,0
34.5,0
35.5,0
36.5,0
37.5,79.9796
38.5,88.4951
39.5,111.225
40.5,116.195
41.5,76.7791
42.5,188.189
43.5,361.224
44.5,334.885
45.5,308.76
46.5,332.768
47.5,341.612
48.5,318.811
49.5,370.261
50.5,352.093
51.5,512.941
52.5,584.273
53.5,591.965
54.5,666.968
55.5,655.927
56.5,578.362
57.5,715.234
58.5,463.759
59.5,340.784
60.5,377.303
61.5,211.102
62.5,157.817
63.5,116.765
64.5,42.0332
65.5,26.5523
66.5,0
67.5,38.1472
68.5,199.713
69.5,807.316
70.5,671.653
71.5,454.204
72.5,529.136
73.5,650.607
74.5,904.799
75.5,1059.8
76.5,983.601
77.5,630.987
78.5,456.685
79.5,529.006
80.5,371.933
81.5,362.165
82.5,190.003
83.5,115.983
84.5,81.9622
85.5,49.1925
86.5,39.6711
87.5,0
88.5,0
89.5,0
90.5,0
91.5,54.5131
92.5,201.607
93.5,170.007
94.5,193.705
95.5,361.281
96.5,297.983
97.5,287.925
98.5,450.016
99.5,480.225
100.5,559.29
101.5,529.526
102.5,470.319
103.5,442.755
104.5,412.364
105.5,183.297
106.5,21.6442
107.5,0
108.5,9.28826
109.5,49.8445
110.5,52.4949
111.5,71.7315
112.5,106.222
113.5,113.083
114.5,330.914
115.5,626.457
116.5,680.662
117.5,688.172
118.5,627.597
119.5,542.413
120.5,637.814
121.5,649.812
122.5,475.768
123.5,564.848
124.5,670.643
125.5,509.934
126.5,590.671
127.5,443.374
128.5,650.662
129.5,839.254
130.5,764.837
131.5,754.335
132.5,805.052
133.5,919.563
134.5,949.451
135.5,978.25
136.5,792.534
137.5,440.699
138.5,415.754
139.5,574.86
140.5,646.5
141.5,664.038
142.5,547.932
143.5,463.965
144.5,351.087
145.5,251.034
146.5,194.468
147.5,187.51
148.5,185.749
149.5,153.539
150.5,166.264
151.5,85.8619
152.5,48.6066
153.5,0
154.5,0
155.5,0
156.5,0
157.5,0
158.5,0.814876
159.5,53.0381
160.5,105.284
161.5,97.1185
162.5,153.826
163.5,326.317
164.5,244.24
165.5,321.348
166.5,352.703
167.5,234.686
168.5,299.376
169.5,310.15
170.5,187.75
171.5,78.8149
172.5,57.2388
173.5,75.2104
174.5,125.869
175.5,239.131
176.5,302.362
177.5,307.853
178.5,299.519
179.5,278.654
180.5,284.493
181.5,321.214
182.5,401.17
183.5,464.552
184.5,435.751
185.5,302.348
186.5,218.424
187.5,230.086
188.5,230.686
189.5,261.231
190.5,166.436
191.5,177.474
192.5,199.645
193.5,160.822
194.5,173.773
195.5,178.997
196.5,165.512
197.5,139.466
198.5,81.3239
199.5,82.5654
200.5,73.2537
201.5,35.6102
202.5,69.4493
203.5,133.982
204.5,96.0886
205.5,84.8265
206.5,71.0044
207.5,61.0051
208.5,64.5939
209.5,38.2872
210.5,32.9407
211.5,81.2167
212.5,148.104
213.5,197.738
214.5,142.493
215.5,136.245
216.5,155.702
217.5,311.15
218.5,370.691
219.5,378.822
220.5,264.659
221.5,301.587
222.5,267.098
223.5,230.508
224.5,261
225.5,209.847
226.5,128.028
227.5,141.112
228.5,155.222
229.5,157.816
230.5,155.202
231.5,87.2676
232.5,93.9067
233.5,0
234.5,0
235.5,136.606
236.5,238.236
237.5,280.902
238.5,324.702
239.5,400.549
240.5,386.916
241.5,317.058
242.5,189.081
243.5,192.493
244.5,165.411
245.5,116.426
246.5,430.588
247.5,874.747
248.5,1240.59
249.5,1251.67
250.5,1251.67
251.5,1251.67
252.5,1251.67
253.5,1251.67
254.5,1251.67
255.5,1246.65
256.5,1251.67
257.5,1234.41
258.5,994.898
259.5,1223.5
260.5,1119.11
261.5,1124.54
262.5,1014.82
263.5,930.899
264.5,697.691
265.5,1014.35
266.5,598.222
267.5,349.599
268.5,314.342
269.5,526.008
270.5,328.611
271.5,231.047
272.5,224.899
273.5,489.706
274.5,325.713
275.5,343.544
276.5,213.054
277.5,169.016
278.5,220.122
279.5,218.335
280.5,152.498
281.5,0
282.5,37.1538
283.5,229.117
284.5,281.79
285.5,364.799
286.5,345.807
287.5,152.139
288.5,0
289.5,0
290.5,0
291.5,0
292.5,0
293.5,0
294.5,0
295.5,0
