Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
0.5,70.9136
1.5,78.6539
2.5,74.4857
3.5,100.82
4.5,83.6883
5.5,49.1916
6.5,47.1698
7.5,0
8.5,0
9.5,0
10.5,0
11.5,0
12.5,0
13.5,0
14.5,0
15.5,0
16.5,0
17.5,30.7589
18.5,94.8396
19.5,297.194
20.5,299.19
21.5,311.591
22.5,301.688
23.5,293.412
24.5,258.563
25.5,174.466
26.5,0
27.5,0
28.5,68.7026
29.5,71.4201
30.5,32.2905
31.5,0
32.5,0
33.5,88.022
34.5,0
35.5,0
36.5,0
37.5,4.99769
38.5,58.9486
39.5,149.697
40.5,206.248
41.5,336.46
42.5,324.086
43.5,258.75
44.5,606.983
45.5,914.112
46.5,598.747
47.5,886.424
48.5,411.878
49.5,266.413
50.5,249.375
51.5,429.869
52.5,532.458
53.5,487.355
54.5,442.253
55.5,100.919
56.5,114.36
57.5,183.415
58.5,145.277
59.5,117.904
60.5,65.35
61.5,35.7745
62.5,43.662
63.5,45.9085
64.5,0
65.5,42.4168
66.5,37.9749
67.5,84.608
68.5,200.274
69.5,230.858
70.5,215.217
71.5,289.485
72.5,414.676
73.5,411.549
74.5,295.226
75.5,291.714
76.5,253.571
77.5,205.612
78.5,134.058
79.5,61.3
80.5,0
81.5,0
82.5,0
83.5,0
84.5,0
85.5,0
86.5,7.94906
87.5,94.2869
88.5,169.613
89.5,180.388
90.5,421.267
91.5,493.143
92.5,934.43
93.5,943.462
94.5,932.299
95.5,980.063
96.5,1115.79
97.5,1074.3
98.5,803.552
99.5,951.242
100.5,480.511
101.5,489.367
102.5,430.372
103.5,451.823
104.5,408.139
105.5,240.477
106.5,121.136
107.5,41.8445
108.5,52.6333
109.5,84.0959
110.5,36.1794
111.5,0
112.5,0
113.5,0
114.5,0
115.5,0
116.5,0
117.5,0
118.5,0
119.5,61.2703
120.5,110.405
121.5,97.0106
122.5,22.8641
123.5,30.0455
124.5,65.9597
125.5,126.208
126.5,108.844
127.5,42.1761
128.5,83.166
129.5,0
130.5,0
131.5,0
132.5,0
133.5,46.126
134.5,56.2146
135.5,33.0674
136.5,70.418
137.5,54.7721
138.5,35.3077
139.5,81.9835
140.5,119.443
141.5,122.084
142.5,147.27
143.5,133.171
144.5,117.215
145.5,93.5843
146.5,92.5693
147.5,77.6512
148.5,81.2908
149.5,265.846
150.5,366.015
151.5,339.795
152.5,260.404
153.5,579.157
154.5,239.248
155.5,207.583
156.5,345.698
157.5,297.184
158.5,198.509
159.5,243.863
160.5,251.086
161.5,216.691
162.5,244.851
163.5,2.57551
164.5,0
165.5,0
166.5,0
167.5,0
168.5,12.8452
169.5,68.523
170.5,0
171.5,0
172.5,20.1844
173.5,67.5456
174.5,139.224
175.5,275.566
176.5,568.989
177.5,519.406
178.5,139.547
179.5,443.566
180.5,531.744
181.5,643.866
182.5,794.686
183.5,769.079
184.5,707.94
185.5,639.932
186.5,467.104
187.5,582.491
188.5,922.168
189.5,764.385
190.5,867.996
191.5,1034.34
192.5,999.913
193.5,788.839
194.5,863.235
195.5,739.538
196.5,1004.01
197.5,1101.78
198.5,969.754
199.5,994.99
200.5,1122.44
201.5,638.012
202.5,569.868
203.5,678.021
204.5,664.244
205.5,554.125
206.5,418.704
207.5,415.465
208.5,330.711
209.5,344.354
210.5,461.652
211.5,522.682
212.5,639.093
213.5,405.008
214.5,0
215.5,50.3149
216.5,101.79
217.5,62.8933
218.5,89.5718
219.5,110.045
220.5,104.787
221.5,147.499
222.5,116.054
223.5,174.995
224.5,361.152
225.5,252.637
226.5,765.157
227.5,630.229
228.5,531.236
229.5,584.497
230.5,556.115
231.5,465.93
232.5,496.31
233.5,541.672
234.5,310.213
235.5,377.842
236.5,439.256
237.5,397.359
238.5,332.46
239.5,389.597
240.5,267.2
241.5,238.812
242.5,242.852
243.5,185.388
244.5,120.668
245.5,114.57
246.5,79.5112
247.5,68.8061
248.5,68.654
249.5,0
250.5,0
251.5,0
252.5,0
253.5,0
254.5,0
255.5,0
256.5,0
257.5,0
