Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
0.5,113.248
1.5,145.318
2.5,224.317
3.5,178.424
4.5,178.667
5.5,206.997
6.5,272.377
7.5,141.983
8.5,74.1419
9.5,110.752
10.5,180.121
11.5,116.876
12.5,161.46
13.5,135.801
14.5,67.1193
15.5,77.4096
16.5,47.1581
17.5,19.4209
18.5,0
19.5,0
20.5,0
21.5,0
22.5,0
23.5,0
24.5,0
25.5,0
26.5,0
27.5,0
28.5,42.666
29.5,77.8165
30.5,106.07
31.5,142.551
32.5,108.079
33.5,42.9191
34.5,0
35.5,0
36.5,119.017
37.5,114.527
38.5,42.9735
39.5,77.4432
40.5,64.9043
41.5,0
42.5,0
43.5,22.8441
44.5,82.3787
45.5,64.1278
46.5,59.7888
47.5,32.9595
48.5,0
49.5,21.0022
50.5,38.3804
51.5,46.7444
52.5,80.9378
53.5,90.5179
54.5,112.58
55.5,115.757
56.5,101.392
57.5,33.4216
58.5,0
59.5,0
60.5,0
61.5,0
62.5,0
63.5,0
64.5,0
65.5,0
66.5,0
67.5,0
68.5,0
69.5,0
70.5,32.8683
71.5,168.471
72.5,156.048
73.5,240.103
74.5,275.782
75.5,258.977
76.5,220.303
77.5,264.478
78.5,187.179
79.5,221.276
80.5,204.522
81.5,160.924
82.5,127.602
83.5,186.227
84.5,149.388
85.5,136.165
86.5,124.236
87.5,126.488
88.5,168.445
89.5,144.659
90.5,348.16
91.5,273.765
92.5,299.275
93.5,390.348
94.5,309.979
95.5,265.875
96.5,240.561
97.5,378.385
98.5,355.77
99.5,185.189
100.5,173.679
101.5,395.362
102.5,428.059
103.5,403.536
104.5,342.556
105.5,330.542
106.5,175.579
107.5,163.981
108.5,214.973
109.5,211.287
110.5,191.991
111.5,194.7
112.5,204.809
113.5,227.674
114.5,464.332
115.5,532.455
116.5,373.261
117.5,437.053
118.5,327.91
119.5,257.171
120.5,236.031
121.5,206.417
122.5,164.829
123.5,206.032
124.5,167.798
125.5,133.581
126.5,169.599
127.5,185.076
128.5,113.377
129.5,44.4064
130.5,0
131.5,0
132.5,0
133.5,0
134.5,0
135.5,42.5099
136.5,87.6969
137.5,55.8693
138.5,329.293
139.5,478.818
140.5,384.16
141.5,314.39
142.5,360.323
143.5,360.323
144.5,303.834
145.5,341.959
146.5,247.996
147.5,170.292
148.5,345.741
149.5,249.834
150.5,189.12
151.5,115.534
152.5,160.857
153.5,234.668
154.5,156.466
155.5,274.342
156.5,350.058
157.5,309.302
158.5,349.17
159.5,307.986
160.5,161.119
161.5,204.889
162.5,385.787
163.5,541.394
164.5,369.349
165.5,358.388
166.5,172.525
167.5,196.556
168.5,61.2146
169.5,77.4668
170.5,113.708
171.5,108.637
172.5,284.711
173.5,198.337
174.5,0
175.5,0
176.5,32.4259
177.5,93.0712
178.5,0
179.5,47.5056
180.5,55.9706
181.5,60.9901
182.5,0
183.5,0
184.5,0
185.5,0
186.5,0
187.5,83.2053
188.5,228.927
189.5,147.35
190.5,259.84
191.5,482.425
192.5,432.663
193.5,407.778
194.5,380.759
195.5,358.444
196.5,314.496
197.5,390.988
198.5,490.645
199.5,515.778
200.5,510.113
201.5,541.22
202.5,385.958
203.5,393.716
204.5,484.806
205.5,709.777
206.5,712.738
207.5,603.038
208.5,639.656
209.5,299.73
210.5,553.777
211.5,258.117
212.5,786.385
213.5,863.001
214.5,873.478
215.5,243.823
216.5,293.271
217.5,135.458
218.5,181.666
219.5,229.189
220.5,230.408
221.5,245.042
222.5,145.104
223.5,96.2318
224.5,62.007
225.5,0
226.5,15.6363
227.5,0
228.5,0
229.5,0
230.5,0
231.5,78.5668
232.5,138.655
233.5,88.9181
234.5,380.182
235.5,337.831
236.5,378.087
237.5,884.424
238.5,1157.69
239.5,607.561
240.5,704.198
241.5,314.91
242.5,404.741
243.5,287.957
244.5,371.548
245.5,186.931
246.5,192.095
247.5,1052.19
248.5,1066.93
249.5,1243.23
250.5,1251.67
251.5,1219.84
252.5,1251.67
253.5,1251.67
254.5,1251.67
255.5,1251.67
256.5,1249.04
257.5,285.064
258.5,779.848
259.5,629.432
260.5,309.243
261.5,382.377
262.5,431.175
263.5,728.679
264.5,733.463
265.5,452.599
266.5,162.603
267.5,286.566
268.5,159.76
269.5,153.509
270.5,166.905
271.5,87.8563
272.5,79.6429
273.5,171.247
274.5,223.535
275.5,105.244
276.5,135.836
277.5,126.53
278.5,114.36
279.5,152.42
280.5,143.813
281.5,169.095
282.5,176.768
283.5,105.889
284.5,138.322
285.5,201.331
286.5,142.749
287.5,149.296
288.5,138.115
289.5,95.5002
290.5,61.7011
291.5,68.0901
292.5,187.902
293.5,113.085
294.5,56.77
295.5,118.802
296.5,0
297.5,61.4058
298.5,1.0721
299.5,0
300.5,0
301.5,0
302.5,0
303.5,0
304.5,0
305.5,0
306.5,4.4292
307.5,42.0951
308.5,46.1616
309.5,55.1047
310.5,6.51767
311.5,54.3947
312.5,48.6481
313.5,19.3292
314.5,20.5129
315.5,0
316.5,39.519
317.5,17.256
318.5,0
319.5,0
320.5,0
321.5,71.4981
322.5,51.5031
323.5,29.9222
324.5,22.1685
325.5,0
326.5,49.3037
327.5,92.8725
