Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
0.5,99.7189
1.5,97.2521
2.5,88.4963
3.5,100.015
4.5,74.822
5.5,88.476
6.5,79.4043
7.5,0
8.5,0
9.5,0
10.5,0
11.5,0
12.5,0
13.5,0
14.5,0
15.5,0
16.5,0
17.5,0
18.5,58.6761
19.5,240.781
20.5,251.245
21.5,218.177
22.5,137.021
23.5,154.184
24.5,171.393
25.5,88.9957
26.5,0
27.5,0
28.5,0
29.5,0
30.5,0
31.5,0
32.5,0
33.5,89.3962
34.5,0
35.5,0
36.5,0
37.5,0
38.5,46.9316
39.5,112.149
40.5,124.053
41.5,223.477
42.5,228.129
43.5,361.187
44.5,971.488
45.5,563.274
46.5,935.355
47.5,1029.39
48.5,649.36
49.5,615.685
50.5,649.08
51.5,664.207
52.5,704.939
53.5,794.165
54.5,718.513
55.5,487.355
56.5,100.968
57.5,155.968
58.5,318.631
59.5,153.565
60.5,117.512
61.5,96.0706
62.5,80.0675
63.5,72.5667
64.5,54.5085
65.5,0
66.5,49.3596
67.5,127.618
68.5,64.2401
69.5,171.939
70.5,170.337
71.5,200.5
72.5,291.537
73.5,373.952
74.5,328.209
75.5,276.48
76.5,211.65
77.5,168.375
78.5,117.734
79.5,75.593
80.5,35.8596
81.5,0
82.5,0
83.5,0
84.5,0
85.5,0
86.5,0
87.5,44.194
88.5,134.11
89.5,88.8723
90.5,278.041
91.5,572.406
92.5,858.796
93.5,529.669
94.5,921.112
95.5,955.555
96.5,993.973
97.5,1012.16
98.5,980.137
99.5,718.689
100.5,419.827
101.5,635.422
102.5,380.759
103.5,253.887
104.5,482.853
105.5,207.518
106.5,151.351
107.5,94.1522
108.5,76.3106
109.5,104.807
110.5,58.5575
111.5,19.8004
112.5,0
113.5,0
114.5,0
115.5,0
116.5,0
117.5,0
118.5,12.2837
119.5,211.098
120.5,87.359
121.5,138.672
122.5,49.9973
123.5,53.8951
124.5,92.1626
125.5,143.19
126.5,139.867
127.5,32.9446
128.5,70.861
129.5,0
130.5,0
131.5,0
132.5,27.6557
133.5,47.0662
134.5,65.3437
135.5,54.264
136.5,52.7144
137.5,33.5491
138.5,33.8123
139.5,66.88
140.5,124.72
141.5,159.832
142.5,139.129
143.5,141.789
144.5,101.983
145.5,71.446
146.5,44.4933
147.5,16.42
148.5,137.132
149.5,275.802
150.5,393.807
151.5,424.367
152.5,538.586
153.5,630.132
154.5,201.486
155.5,185.505
156.5,233.777
157.5,247.36
158.5,163.403
159.5,192.506
160.5,174.023
161.5,85.6536
162.5,110.313
163.5,54.6014
164.5,24.8807
165.5,0
166.5,0
167.5,0
168.5,0
169.5,0
170.5,0
171.5,0
172.5,0
173.5,5.53377
174.5,52.6951
175.5,188.525
176.5,223.469
177.5,176.38
178.5,120.503
179.5,251.975
180.5,329.592
181.5,566.371
182.5,650.058
183.5,725.058
184.5,617.475
185.5,421.398
186.5,314.144
187.5,423.386
188.5,489.931
189.5,385.219
190.5,402.763
191.5,663.297
192.5,597.176
193.5,337.391
194.5,398.236
195.5,366.874
196.5,474.689
197.5,683.72
198.5,460.814
199.5,444.972
200.5,620.156
201.5,355.75
202.5,296.863
203.5,402.627
204.5,450.339
205.5,410.291
206.5,335.889
207.5,295.598
208.5,189.636
209.5,136.675
210.5,263.979
211.5,243.29
212.5,296.255
213.5,434.085
214.5,89.209
215.5,111.327
216.5,66.7904
217.5,111.688
218.5,76.5305
219.5,105.438
220.5,217.67
221.5,139.288
222.5,123.46
223.5,148.463
224.5,216.882
225.5,316.724
226.5,435.782
227.5,473.068
228.5,506.513
229.5,522.005
230.5,591.836
231.5,442.952
232.5,448.648
233.5,431.992
234.5,321.11
235.5,376.201
236.5,277.045
237.5,348.124
238.5,411.657
239.5,200.321
240.5,145.153
241.5,284.739
242.5,166.765
243.5,116.752
244.5,78.9209
245.5,147.198
246.5,83.3294
247.5,110.811
248.5,94.5017
249.5,0
250.5,0
251.5,0
252.5,0
253.5,0
254.5,0
255.5,0
256.5,0
257.5,0
258.5,9.67565
259.5,62.4878
260.5,89.7623
261.5,0
262.5,0
263.5,0
264.5,0
265.5,50.7623
266.5,30.5378
267.5,0
268.5,0
269.5,42.0946
270.5,103.044
271.5,123.061
272.5,142.925
273.5,190.301
274.5,170.775
275.5,152.745
276.5,170.8
277.5,195.898
278.5,226.995
279.5,253.414
280.5,252.185
281.5,211.857
282.5,263.197
283.5,210.35
284.5,251.841
285.5,216.213
286.5,295.53
287.5,274.873
288.5,303.824
289.5,327.325
290.5,359.496
291.5,346.678
292.5,328.707
293.5,353.982
294.5,366.551
295.5,364.905
296.5,392.972
297.5,422.66
298.5,385.135
299.5,254.4
300.5,150.527
301.5,72.4155
302.5,14.9429
303.5,0
304.5,0
305.5,0
306.5,52.6333
307.5,39.2677
308.5,26.3309
309.5,50.8447
310.5,129.321
311.5,160.568
312.5,108.268
313.5,101.994
314.5,102.74
315.5,71.9818
316.5,88.1474
317.5,45.8642
318.5,0
319.5,0
320.5,0
321.5,0
322.5,0
323.5,0
324.5,0
325.5,0
326.5,0
327.5,0
328.5,53.5629
329.5,75.6935
330.5,217.248
331.5,64.1509
332.5,101.209
333.5,57.7461
334.5,0
335.5,0
336.5,0
337.5,140.659
338.5,230.987
339.5,323.596
340.5,318.153
341.5,363.776
342.5,256.1
343.5,277.991
344.5,242.723
345.5,42.4317
346.5,0
347.5,0
348.5,0
349.5,0
350.5,0
351.5,0
352.5,0
353.5,0
354.5,0
355.5,0
356.5,0
357.5,0
358.5,42.2822
359.5,49.2158
360.5,44.9329
361.5,86.4238
362.5,9.0687
363.5,0
364.5,0
365.5,0
366.5,0
367.5,0
368.5,0
369.5,0
370.5,0
371.5,0
372.5,0
373.5,38.1376
374.5,43.7844
375.5,63.611
376.5,87.191
377.5,88.6633
378.5,217.149
379.5,284.289
