Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
0.5,418.718
1.5,419.599
2.5,417.111
3.5,567.124
4.5,762.755
5.5,831.897
6.5,1001.66
7.5,963.706
8.5,868.212
9.5,250.818
10.5,99.5101
11.5,111.709
12.5,55.8723
13.5,36.3262
14.5,0
15.5,0
16.5,0
17.5,0
18.5,28.6419
19.5,82.4738
20.5,118.651
21.5,180.544
22.5,295.962
23.5,362.884
24.5,345.797
25.5,391.257
26.5,398.609
27.5,448.301
28.5,340.783
29.5,98.3484
30.5,79.3916
31.5,60.5459
32.5,23.2959
33.5,0
34.5,0
35.5,0
36.5,0
37.5,0
38.5,18.3812
39.5,50.86
40.5,50.2909
41.5,66.1287
42.5,78.269
43.5,42.1815
44.5,61.7873
45.5,53.1331
46.5,36.4057
47.5,24.0639
48.5,117.593
49.5,144.244
50.5,173.434
51.5,157.192
52.5,165.313
53.5,184.976
54.5,191.252
55.5,210.325
56.5,263.072
57.5,221.835
58.5,190.944
59.5,125.699
60.5,156.754
61.5,139.305
62.5,173.366
63.5,132.98
64.5,0
65.5,8.19674
66.5,0
67.5,0
68.5,273.31
69.5,783.857
70.5,989.788
71.5,1154.18
72.5,1219.43
73.5,1219.82
74.5,1250.17
75.5,1239.17
76.5,1243.16
77.5,1246.32
78.5,1228.04
79.5,1165.45
80.5,960.095
81.5,716.961
82.5,474.782
83.5,377.792
84.5,214.536
85.5,194.659
86.5,173.073
87.5,77.0614
88.5,54.4034
89.5,41.7344
90.5,67.4305
91.5,238.181
92.5,335.723
93.5,121.874
94.5,186.036
95.5,317.1
96.5,352.538
97.5,467.147
98.5,473.703
99.5,590.445
100.5,637.884
101.5,635.082
102.5,697.592
103.5,661.545
104.5,636.924
105.5,366.305
106.5,175.796
107.5,57.889
108.5,31.6365
109.5,52.4158
110.5,45.2899
111.5,104.202
112.5,118.461
113.5,77.1352
114.5,227.831
115.5,276.647
116.5,152.428
117.5,179.763
118.5,189.522
119.5,242.135
120.5,235.253
121.5,186.472
122.5,235.741
123.5,228.85
124.5,293.204
125.5,197.693
126.5,112.653
127.5,118.625
128.5,382.779
129.5,368.982
130.5,508.315
131.5,1020.02
132.5,1055.9
133.5,1126.26
134.5,1061.79
135.5,1131.39
136.5,1120.48
137.5,688.318
138.5,788.42
139.5,1071.96
140.5,1149.97
141.5,1236.79
142.5,1223.42
143.5,1176.32
144.5,812.559
145.5,853.295
146.5,856.991
147.5,1081.84
148.5,670.697
149.5,399.394
150.5,447.325
151.5,497.353
152.5,308.92
153.5,169.267
154.5,70.6384
155.5,0
156.5,0
157.5,0
158.5,0
159.5,0
160.5,0
161.5,0
162.5,52.0274
163.5,112.081
164.5,179.229
165.5,221.63
166.5,309.917
167.5,317.997
168.5,350.092
169.5,289.63
170.5,289.448
171.5,242.511
172.5,194.146
173.5,209.879
174.5,261.678
175.5,260.863
176.5,352.918
177.5,286.303
178.5,310.818
179.5,345.099
180.5,272.674
181.5,290.83
182.5,362.678
183.5,412.132
184.5,398.055
185.5,377.733
186.5,450.566
187.5,464.618
188.5,503.195
189.5,467.092
190.5,372.783
191.5,502.667
192.5,437.86
193.5,430.141
194.5,462.744
195.5,437.196
196.5,383.008
197.5,371.978
198.5,302.359
199.5,297.202
200.5,312.392
201.5,303.372
202.5,262.787
203.5,219.029
204.5,201.306
205.5,146.177
206.5,119.124
207.5,146.38
208.5,109.18
209.5,135.1
210.5,294.47
211.5,259.903
212.5,397.587
213.5,293.693
214.5,264.495
215.5,333.114
216.5,316.379
217.5,442.22
218.5,373.034
219.5,447.712
220.5,418.049
221.5,339.48
222.5,484.774
223.5,573.072
224.5,641.274
225.5,321.553
226.5,178.139
227.5,207.76
228.5,163.857
229.5,85.0207
230.5,71.2126
231.5,72.9119
232.5,61.2496
233.5,15.7606
234.5,31.0168
235.5,158.19
236.5,144.213
237.5,281.733
238.5,296.038
239.5,259.299
240.5,191.1
241.5,206.139
242.5,288.781
243.5,177.579
244.5,51.8042
245.5,108.39
246.5,518.973
247.5,679.126
248.5,1097.5
249.5,1233.53
250.5,1251.67
